"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"UT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","69","","10/01/2012","09/30/2013"
"VT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","23","","10/01/2012","09/30/2013"
"WI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","29","","10/01/2012","09/30/2013"
"WV","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","20","","10/01/2012","09/30/2013"
"WY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Biopsies of musculoskeletal system and connective tissue w MCC","35","","10/01/2012","09/30/2013"
"AR","Biopsies of musculoskeletal system and connective tissue w MCC","29","","10/01/2012","09/30/2013"
"AZ","Biopsies of musculoskeletal system and connective tissue w MCC","44","","10/01/2012","09/30/2013"
"CA","Biopsies of musculoskeletal system and connective tissue w MCC","165","","10/01/2012","09/30/2013"
"CO","Biopsies of musculoskeletal system and connective tissue w MCC","32","","10/01/2012","09/30/2013"
"CT","Biopsies of musculoskeletal system and connective tissue w MCC","50","","10/01/2012","09/30/2013"
"DC","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"DE","Biopsies of musculoskeletal system and connective tissue w MCC","14","","10/01/2012","09/30/2013"
"FL","Biopsies of musculoskeletal system and connective tissue w MCC","277","","10/01/2012","09/30/2013"
"GA","Biopsies of musculoskeletal system and connective tissue w MCC","76","","10/01/2012","09/30/2013"
"GU","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Biopsies of musculoskeletal system and connective tissue w MCC","20","","10/01/2012","09/30/2013"
"ID","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Biopsies of musculoskeletal system and connective tissue w MCC","118","","10/01/2012","09/30/2013"
"IN","Biopsies of musculoskeletal system and connective tissue w MCC","64","","10/01/2012","09/30/2013"
"KS","Biopsies of musculoskeletal system and connective tissue w MCC","30","","10/01/2012","09/30/2013"
"KY","Biopsies of musculoskeletal system and connective tissue w MCC","50","","10/01/2012","09/30/2013"
"LA","Biopsies of musculoskeletal system and connective tissue w MCC","24","","10/01/2012","09/30/2013"
"MA","Biopsies of musculoskeletal system and connective tissue w MCC","79","","10/01/2012","09/30/2013"
"MD","Biopsies of musculoskeletal system and connective tissue w MCC","42","","10/01/2012","09/30/2013"
"ME","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MI","Biopsies of musculoskeletal system and connective tissue w MCC","147","","10/01/2012","09/30/2013"
"MN","Biopsies of musculoskeletal system and connective tissue w MCC","36","","10/01/2012","09/30/2013"
"MO","Biopsies of musculoskeletal system and connective tissue w MCC","81","","10/01/2012","09/30/2013"
"MS","Biopsies of musculoskeletal system and connective tissue w MCC","49","","10/01/2012","09/30/2013"
"MT","Biopsies of musculoskeletal system and connective tissue w MCC","13","","10/01/2012","09/30/2013"
"NC","Biopsies of musculoskeletal system and connective tissue w MCC","110","","10/01/2012","09/30/2013"
"ND","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NH","Biopsies of musculoskeletal system and connective tissue w MCC","21","","10/01/2012","09/30/2013"
"NJ","Biopsies of musculoskeletal system and connective tissue w MCC","77","","10/01/2012","09/30/2013"
"NM","Biopsies of musculoskeletal system and connective tissue w MCC","18","","10/01/2012","09/30/2013"
"NV","Biopsies of musculoskeletal system and connective tissue w MCC","24","","10/01/2012","09/30/2013"
"NY","Biopsies of musculoskeletal system and connective tissue w MCC","196","","10/01/2012","09/30/2013"
"OH","Biopsies of musculoskeletal system and connective tissue w MCC","124","","10/01/2012","09/30/2013"
"OK","Biopsies of musculoskeletal system and connective tissue w MCC","24","","10/01/2012","09/30/2013"
"OR","Biopsies of musculoskeletal system and connective tissue w MCC","19","","10/01/2012","09/30/2013"
"PA","Biopsies of musculoskeletal system and connective tissue w MCC","110","","10/01/2012","09/30/2013"
"PR","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Biopsies of musculoskeletal system and connective tissue w MCC","13","","10/01/2012","09/30/2013"
"SC","Biopsies of musculoskeletal system and connective tissue w MCC","36","","10/01/2012","09/30/2013"
"SD","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Biopsies of musculoskeletal system and connective tissue w MCC","72","","10/01/2012","09/30/2013"
"TX","Biopsies of musculoskeletal system and connective tissue w MCC","222","","10/01/2012","09/30/2013"
"UT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Biopsies of musculoskeletal system and connective tissue w MCC","94","","10/01/2012","09/30/2013"
"VT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Biopsies of musculoskeletal system and connective tissue w MCC","33","","10/01/2012","09/30/2013"
"WI","Biopsies of musculoskeletal system and connective tissue w MCC","35","","10/01/2012","09/30/2013"
"WV","Biopsies of musculoskeletal system and connective tissue w MCC","23","","10/01/2012","09/30/2013"
"WY","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Biopsies of musculoskeletal system and connective tissue w CC","85","","10/01/2012","09/30/2013"
"AR","Biopsies of musculoskeletal system and connective tissue w CC","78","","10/01/2012","09/30/2013"
"AZ","Biopsies of musculoskeletal system and connective tissue w CC","111","","10/01/2012","09/30/2013"
"CA","Biopsies of musculoskeletal system and connective tissue w CC","501","","10/01/2012","09/30/2013"
"CO","Biopsies of musculoskeletal system and connective tissue w CC","80","","10/01/2012","09/30/2013"
"CT","Biopsies of musculoskeletal system and connective tissue w CC","118","","10/01/2012","09/30/2013"
"DC","Biopsies of musculoskeletal system and connective tissue w CC","24","","10/01/2012","09/30/2013"
"DE","Biopsies of musculoskeletal system and connective tissue w CC","32","","10/01/2012","09/30/2013"
"FL","Biopsies of musculoskeletal system and connective tissue w CC","858","","10/01/2012","09/30/2013"
"GA","Biopsies of musculoskeletal system and connective tissue w CC","169","","10/01/2012","09/30/2013"
"HI","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Biopsies of musculoskeletal system and connective tissue w CC","39","","10/01/2012","09/30/2013"
"ID","Biopsies of musculoskeletal system and connective tissue w CC","16","","10/01/2012","09/30/2013"
"IL","Biopsies of musculoskeletal system and connective tissue w CC","357","","10/01/2012","09/30/2013"
"IN","Biopsies of musculoskeletal system and connective tissue w CC","146","","10/01/2012","09/30/2013"
"KS","Biopsies of musculoskeletal system and connective tissue w CC","60","","10/01/2012","09/30/2013"
"KY","Biopsies of musculoskeletal system and connective tissue w CC","135","","10/01/2012","09/30/2013"
"LA","Biopsies of musculoskeletal system and connective tissue w CC","80","","10/01/2012","09/30/2013"
"MA","Biopsies of musculoskeletal system and connective tissue w CC","243","","10/01/2012","09/30/2013"
"MD","Biopsies of musculoskeletal system and connective tissue w CC","119","","10/01/2012","09/30/2013"
"ME","Biopsies of musculoskeletal system and connective tissue w CC","40","","10/01/2012","09/30/2013"
"MI","Biopsies of musculoskeletal system and connective tissue w CC","337","","10/01/2012","09/30/2013"
"MN","Biopsies of musculoskeletal system and connective tissue w CC","77","","10/01/2012","09/30/2013"
"MO","Biopsies of musculoskeletal system and connective tissue w CC","191","","10/01/2012","09/30/2013"
"MS","Biopsies of musculoskeletal system and connective tissue w CC","88","","10/01/2012","09/30/2013"
"MT","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2012","09/30/2013"
"NC","Biopsies of musculoskeletal system and connective tissue w CC","213","","10/01/2012","09/30/2013"
"ND","Biopsies of musculoskeletal system and connective tissue w CC","14","","10/01/2012","09/30/2013"
"NE","Biopsies of musculoskeletal system and connective tissue w CC","35","","10/01/2012","09/30/2013"
"NH","Biopsies of musculoskeletal system and connective tissue w CC","43","","10/01/2012","09/30/2013"
"NJ","Biopsies of musculoskeletal system and connective tissue w CC","225","","10/01/2012","09/30/2013"
"NM","Biopsies of musculoskeletal system and connective tissue w CC","34","","10/01/2012","09/30/2013"
"NV","Biopsies of musculoskeletal system and connective tissue w CC","38","","10/01/2012","09/30/2013"
"NY","Biopsies of musculoskeletal system and connective tissue w CC","583","","10/01/2012","09/30/2013"
"OH","Biopsies of musculoskeletal system and connective tissue w CC","293","","10/01/2012","09/30/2013"
"OK","Biopsies of musculoskeletal system and connective tissue w CC","61","","10/01/2012","09/30/2013"
"OR","Biopsies of musculoskeletal system and connective tissue w CC","47","","10/01/2012","09/30/2013"
"PA","Biopsies of musculoskeletal system and connective tissue w CC","323","","10/01/2012","09/30/2013"
"PR","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2012","09/30/2013"
"SC","Biopsies of musculoskeletal system and connective tissue w CC","113","","10/01/2012","09/30/2013"
"SD","Biopsies of musculoskeletal system and connective tissue w CC","25","","10/01/2012","09/30/2013"
"TN","Biopsies of musculoskeletal system and connective tissue w CC","143","","10/01/2012","09/30/2013"
"TX","Biopsies of musculoskeletal system and connective tissue w CC","566","","10/01/2012","09/30/2013"
"UT","Biopsies of musculoskeletal system and connective tissue w CC","19","","10/01/2012","09/30/2013"
"VA","Biopsies of musculoskeletal system and connective tissue w CC","257","","10/01/2012","09/30/2013"
"VT","Biopsies of musculoskeletal system and connective tissue w CC","13","","10/01/2012","09/30/2013"
"WA","Biopsies of musculoskeletal system and connective tissue w CC","90","","10/01/2012","09/30/2013"
"WI","Biopsies of musculoskeletal system and connective tissue w CC","98","","10/01/2012","09/30/2013"
"WV","Biopsies of musculoskeletal system and connective tissue w CC","65","","10/01/2012","09/30/2013"
"WY","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Other musculoskelet sys and conn tiss O.R. proc w MCC","60","","10/01/2012","09/30/2013"
"AR","Other musculoskelet sys and conn tiss O.R. proc w MCC","53","","10/01/2012","09/30/2013"
"AZ","Other musculoskelet sys and conn tiss O.R. proc w MCC","60","","10/01/2012","09/30/2013"
"CA","Other musculoskelet sys and conn tiss O.R. proc w MCC","305","","10/01/2012","09/30/2013"
"CO","Other musculoskelet sys and conn tiss O.R. proc w MCC","52","","10/01/2012","09/30/2013"
"CT","Other musculoskelet sys and conn tiss O.R. proc w MCC","36","","10/01/2012","09/30/2013"
"DC","Other musculoskelet sys and conn tiss O.R. proc w MCC","13","","10/01/2012","09/30/2013"
"DE","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"FL","Other musculoskelet sys and conn tiss O.R. proc w MCC","308","","10/01/2012","09/30/2013"
"GA","Other musculoskelet sys and conn tiss O.R. proc w MCC","100","","10/01/2012","09/30/2013"
"HI","Other musculoskelet sys and conn tiss O.R. proc w MCC","13","","10/01/2012","09/30/2013"
"IA","Other musculoskelet sys and conn tiss O.R. proc w MCC","46","","10/01/2012","09/30/2013"
"ID","Other musculoskelet sys and conn tiss O.R. proc w MCC","14","","10/01/2012","09/30/2013"
"IL","Other musculoskelet sys and conn tiss O.R. proc w MCC","192","","10/01/2012","09/30/2013"
"IN","Other musculoskelet sys and conn tiss O.R. proc w MCC","100","","10/01/2012","09/30/2013"
"KS","Other musculoskelet sys and conn tiss O.R. proc w MCC","81","","10/01/2012","09/30/2013"
"KY","Other musculoskelet sys and conn tiss O.R. proc w MCC","58","","10/01/2012","09/30/2013"
"LA","Other musculoskelet sys and conn tiss O.R. proc w MCC","38","","10/01/2012","09/30/2013"
"MA","Other musculoskelet sys and conn tiss O.R. proc w MCC","83","","10/01/2012","09/30/2013"
"MD","Other musculoskelet sys and conn tiss O.R. proc w MCC","66","","10/01/2012","09/30/2013"
"ME","Other musculoskelet sys and conn tiss O.R. proc w MCC","12","","10/01/2012","09/30/2013"
"MI","Other musculoskelet sys and conn tiss O.R. proc w MCC","187","","10/01/2012","09/30/2013"
"MN","Other musculoskelet sys and conn tiss O.R. proc w MCC","68","","10/01/2012","09/30/2013"
"MO","Other musculoskelet sys and conn tiss O.R. proc w MCC","125","","10/01/2012","09/30/2013"
"MS","Other musculoskelet sys and conn tiss O.R. proc w MCC","28","","10/01/2012","09/30/2013"
"MT","Other musculoskelet sys and conn tiss O.R. proc w MCC","16","","10/01/2012","09/30/2013"
"NC","Other musculoskelet sys and conn tiss O.R. proc w MCC","152","","10/01/2012","09/30/2013"
"ND","Other musculoskelet sys and conn tiss O.R. proc w MCC","22","","10/01/2012","09/30/2013"
"NE","Other musculoskelet sys and conn tiss O.R. proc w MCC","35","","10/01/2012","09/30/2013"
"NH","Other musculoskelet sys and conn tiss O.R. proc w MCC","23","","10/01/2012","09/30/2013"
"NJ","Other musculoskelet sys and conn tiss O.R. proc w MCC","72","","10/01/2012","09/30/2013"
"NM","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Other musculoskelet sys and conn tiss O.R. proc w MCC","30","","10/01/2012","09/30/2013"
"NY","Other musculoskelet sys and conn tiss O.R. proc w MCC","185","","10/01/2012","09/30/2013"
"OH","Other musculoskelet sys and conn tiss O.R. proc w MCC","158","","10/01/2012","09/30/2013"
"OK","Other musculoskelet sys and conn tiss O.R. proc w MCC","41","","10/01/2012","09/30/2013"
"OR","Other musculoskelet sys and conn tiss O.R. proc w MCC","38","","10/01/2012","09/30/2013"
"PA","Other musculoskelet sys and conn tiss O.R. proc w MCC","124","","10/01/2012","09/30/2013"
"PR","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Other musculoskelet sys and conn tiss O.R. proc w MCC","54","","10/01/2012","09/30/2013"
"SD","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Other musculoskelet sys and conn tiss O.R. proc w MCC","83","","10/01/2012","09/30/2013"
"TX","Other musculoskelet sys and conn tiss O.R. proc w MCC","331","","10/01/2012","09/30/2013"
"UT","Other musculoskelet sys and conn tiss O.R. proc w MCC","28","","10/01/2012","09/30/2013"
"VA","Other musculoskelet sys and conn tiss O.R. proc w MCC","130","","10/01/2012","09/30/2013"
"VT","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Other musculoskelet sys and conn tiss O.R. proc w MCC","77","","10/01/2012","09/30/2013"
"WI","Other musculoskelet sys and conn tiss O.R. proc w MCC","74","","10/01/2012","09/30/2013"
"WV","Other musculoskelet sys and conn tiss O.R. proc w MCC","25","","10/01/2012","09/30/2013"
"WY","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for neoplasm w/o CC/MCC","12","","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for neoplasm w/o CC/MCC","167","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for neoplasm w/o CC/MCC","80","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for neoplasm w/o CC/MCC","129","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for neoplasm w/o CC/MCC","632","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for neoplasm w/o CC/MCC","83","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for neoplasm w/o CC/MCC","74","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for neoplasm w/o CC/MCC","59","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for neoplasm w/o CC/MCC","28","","10/01/2012","09/30/2013"
"FL","Kidney and ureter procedures for neoplasm w/o CC/MCC","469","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for neoplasm w/o CC/MCC","153","","10/01/2012","09/30/2013"
"GU","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for neoplasm w/o CC/MCC","34","","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for neoplasm w/o CC/MCC","65","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for neoplasm w/o CC/MCC","43","","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for neoplasm w/o CC/MCC","239","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for neoplasm w/o CC/MCC","152","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for neoplasm w/o CC/MCC","70","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for neoplasm w/o CC/MCC","104","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for neoplasm w/o CC/MCC","132","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for neoplasm w/o CC/MCC","248","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for neoplasm w/o CC/MCC","155","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for neoplasm w/o CC/MCC","39","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for neoplasm w/o CC/MCC","301","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for neoplasm w/o CC/MCC","91","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for neoplasm w/o CC/MCC","160","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for neoplasm w/o CC/MCC","83","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for neoplasm w/o CC/MCC","32","","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for neoplasm w/o CC/MCC","270","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for neoplasm w/o CC/MCC","20","","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for neoplasm w/o CC/MCC","50","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for neoplasm w/o CC/MCC","43","","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for neoplasm w/o CC/MCC","182","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for neoplasm w/o CC/MCC","19","","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for neoplasm w/o CC/MCC","48","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for neoplasm w/o CC/MCC","581","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for neoplasm w/o CC/MCC","213","","10/01/2012","09/30/2013"
"OK","Kidney and ureter procedures for neoplasm w/o CC/MCC","91","","10/01/2012","09/30/2013"
"OR","Kidney and ureter procedures for neoplasm w/o CC/MCC","89","","10/01/2012","09/30/2013"
"PA","Kidney and ureter procedures for neoplasm w/o CC/MCC","348","","10/01/2012","09/30/2013"
"PR","Kidney and ureter procedures for neoplasm w/o CC/MCC","24","","10/01/2012","09/30/2013"
"RI","Kidney and ureter procedures for neoplasm w/o CC/MCC","23","","10/01/2012","09/30/2013"
"SC","Kidney and ureter procedures for neoplasm w/o CC/MCC","110","","10/01/2012","09/30/2013"
"SD","Kidney and ureter procedures for neoplasm w/o CC/MCC","22","","10/01/2012","09/30/2013"
"TN","Kidney and ureter procedures for neoplasm w/o CC/MCC","223","","10/01/2012","09/30/2013"
"TX","Kidney and ureter procedures for neoplasm w/o CC/MCC","512","","10/01/2012","09/30/2013"
"UT","Kidney and ureter procedures for neoplasm w/o CC/MCC","41","","10/01/2012","09/30/2013"
"VA","Kidney and ureter procedures for neoplasm w/o CC/MCC","201","","10/01/2012","09/30/2013"
"VT","Kidney and ureter procedures for neoplasm w/o CC/MCC","13","","10/01/2012","09/30/2013"
"WA","Kidney and ureter procedures for neoplasm w/o CC/MCC","149","","10/01/2012","09/30/2013"
"WI","Kidney and ureter procedures for neoplasm w/o CC/MCC","139","","10/01/2012","09/30/2013"
"WV","Kidney and ureter procedures for neoplasm w/o CC/MCC","44","","10/01/2012","09/30/2013"
"WY","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for neoplasm w MCC","73","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for neoplasm w MCC","24","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for neoplasm w MCC","63","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for neoplasm w MCC","278","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for neoplasm w MCC","32","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for neoplasm w MCC","43","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2012","09/30/2013"
"FL","Kidney and ureter procedures for neoplasm w MCC","225","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for neoplasm w MCC","105","","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for neoplasm w MCC","12","","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for neoplasm w MCC","35","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for neoplasm w MCC","11","","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for neoplasm w MCC","172","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for neoplasm w MCC","100","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for neoplasm w MCC","38","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for neoplasm w MCC","66","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for neoplasm w MCC","59","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for neoplasm w MCC","90","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for neoplasm w MCC","69","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for neoplasm w MCC","19","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for neoplasm w MCC","163","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for neoplasm w MCC","81","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for neoplasm w MCC","104","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for neoplasm w MCC","37","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for neoplasm w MCC","11","","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for neoplasm w MCC","143","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for neoplasm w MCC","16","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for neoplasm w MCC","92","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for neoplasm w MCC","25","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for neoplasm w MCC","231","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for neoplasm w MCC","136","","10/01/2012","09/30/2013"
"OK","Kidney and ureter procedures for neoplasm w MCC","41","","10/01/2012","09/30/2013"
"OR","Kidney and ureter procedures for neoplasm w MCC","42","","10/01/2012","09/30/2013"
"PA","Kidney and ureter procedures for neoplasm w MCC","174","","10/01/2012","09/30/2013"
"PR","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Kidney and ureter procedures for neoplasm w MCC","62","","10/01/2012","09/30/2013"
"SD","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Kidney and ureter procedures for neoplasm w MCC","100","","10/01/2012","09/30/2013"
"TX","Kidney and ureter procedures for neoplasm w MCC","238","","10/01/2012","09/30/2013"
"UT","Kidney and ureter procedures for neoplasm w MCC","23","","10/01/2012","09/30/2013"
"VA","Kidney and ureter procedures for neoplasm w MCC","96","","10/01/2012","09/30/2013"
"VI","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Kidney and ureter procedures for neoplasm w MCC","56","","10/01/2012","09/30/2013"
"WI","Kidney and ureter procedures for neoplasm w MCC","65","","10/01/2012","09/30/2013"
"WV","Kidney and ureter procedures for neoplasm w MCC","25","","10/01/2012","09/30/2013"
"WY","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for neoplasm w CC","13","","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for neoplasm w CC","137","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for neoplasm w CC","91","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for neoplasm w CC","181","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for neoplasm w CC","712","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for neoplasm w CC","93","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for neoplasm w CC","106","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for neoplasm w CC","41","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for neoplasm w CC","29","","10/01/2012","09/30/2013"
