Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"050597","FOOTHILL PRESBYTERIAN HOSPITAL","250 S GRAND AVE","Glendora","CA","91740","LOS ANGELES","1.087163","0 out of 10","0 out of 9","0 out of 10"
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","Calhoun","GA","30701","GORDON","0.888451","6 out of 10","4 out of 9","6 out of 10"
"130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD","Boise","ID","83706","ADA","0.934119","3 out of 10","1 out of 9","3 out of 10"
"270032","NORTHERN MONTANA HOSPITAL","30 13TH ST","Havre","MT","59501","HILL","0.822747","10 out of 10","9 out of 9","10 out of 10"
"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","Waterville","ME","04901","KENNEBEC","1.062778","0 out of 10","0 out of 9","0 out of 10"
"200037","FRANKLIN MEMORIAL HOSPITAL","111 FRANKLIN HEALTH COMMONS","Farmington","ME","04938","FRANKLIN","0.921782","4 out of 10","2 out of 9","4 out of 10"
"450644","WEST HOUSTON MEDICAL CENTER","12141 RICHMOND AVE","Houston","TX","77082","HARRIS","1.155210","0 out of 10","0 out of 9","0 out of 10"
"050301","UKIAH VALLEY MEDICAL CENTER/HOSPITAL D","275 HOSPITAL DRIVE","Ukiah","CA","95482","MENDOCINO","0.849394","8 out of 10","3 out of 9","8 out of 10"
"450388","METHODIST HOSPITAL","7700 FLOYD CURL DR","San Antonio","TX","78229","BEXAR","1.031651","0 out of 10","0 out of 9","0 out of 10"
"450889","TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","7115 GREENVILLE AVENUE SUITE 100","Dallas","TX","75231","DALLAS","1.162422","0 out of 10","Not Available","0 out of 10"
"450711","RIO GRANDE REGIONAL HOSPITAL","101 E RIDGE RD","Mc Allen","TX","78503","HIDALGO","1.004363","0 out of 10","0 out of 9","0 out of 10"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","Wausau","WI","54401","MARATHON","0.948941","3 out of 10","0 out of 9","3 out of 10"
"450862","ST LUKE'S THE WOODLANDS HOSPITAL","17200 ST LUKE'S WAY","The Woodlands","TX","77384","MONTGOMERY","1.124931","0 out of 10","1 out of 9","1 out of 10"
"050557","MEMORIAL  MEDICAL CENTER","1700 COFFEE RD","Modesto","CA","95355","STANISLAUS","0.968905","1 out of 10","0 out of 9","1 out of 10"
"110024","CANDLER HOSPITAL","5353 REYNOLDS STREET","Savannah","GA","31412","CHATHAM","1.022629","0 out of 10","1 out of 9","1 out of 10"
"180017","T J SAMSON COMMUNITY HOSPITAL","1301 NORTH RACE STREET","Glasgow","KY","42141","BARREN","0.989590","0 out of 10","0 out of 9","0 out of 10"
"370228","BAILEY MEDICAL CENTER, LLC","10502 NORTH 110TH EAST AVENUE","Owasso","OK","74055","TULSA","0.888513","6 out of 10","0 out of 9","6 out of 10"
"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","Whittier","CA","90602","LOS ANGELES","0.981027","1 out of 10","2 out of 9","2 out of 10"
"170120","LABETTE HEALTH","1902 SOUTH US HWY 59","Parsons","KS","67357","LABETTE","0.894578","6 out of 10","0 out of 9","6 out of 10"
"100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","615 N BONITA AVE","Panama City","FL","32401","BAY","1.053921","0 out of 10","0 out of 9","0 out of 10"
"250104","ANDERSON REGIONAL MEDICAL CTR","2124 14 ST","Meridian","MS","39301","LAUDERDALE","1.002964","0 out of 10","0 out of 9","0 out of 10"
"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","Hattiesburg","MS","39404","FORREST","0.985207","0 out of 10","0 out of 9","0 out of 10"
"450497","BOWIE MEMORIAL HOSPITAL","705 EAST GREENWOOD AV","Bowie","TX","76230","MONTAGUE","1.011761","0 out of 10","0 out of 9","0 out of 10"
"180021","PINEVILLE COMMUNITY HOSPITAL","850 RIVERVIEW AVENUE","Pineville","KY","40977","BELL","0.841479","9 out of 10","0 out of 9","9 out of 10"
"490020","JOHN RANDOLPH MEDICAL CENTER","411 WEST RANDOLPH ROAD","Hopewell","VA","23860","HOPEWELL CITY","1.026035","0 out of 10","0 out of 9","0 out of 10"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","Conyers","GA","30012","ROCKDALE","0.995895","0 out of 10","0 out of 9","0 out of 10"
"390326","ST LUKE'S HOSPITAL - ANDERSON CAMPUS","1872 RIVERSIDE CIRCLE","Easton","PA","18045","NORTHAMPTON","0.948631","3 out of 10","Not Available","3 out of 10"
"140162","ST JOSEPH MEDICAL CENTER","2200 E WASHINGTON","Bloomington","IL","61701","MCLEAN","0.936214","3 out of 10","0 out of 9","3 out of 10"
"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","Dalton","GA","30720","WHITFIELD","0.904416","5 out of 10","3 out of 9","5 out of 10"
"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","Springfield","TN","37172","ROBERTSON","1.044997","0 out of 10","0 out of 9","0 out of 10"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","Phoenix","AZ","85008","MARICOPA","0.986405","0 out of 10","2 out of 9","2 out of 10"
"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","Stockton","CA","95203","SAN JOAQUIN","1.011187","0 out of 10","2 out of 9","2 out of 10"
"450755","COVENANT HOSPITAL LEVELLAND","1900 COLLEGE AVE","Levelland","TX","79336","HOCKLEY","1.058025","0 out of 10","0 out of 9","0 out of 10"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","Athens","AL","35611","LIMESTONE","0.955822","2 out of 10","1 out of 9","2 out of 10"
"520002","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","900 ILLINOIS AVE","Stevens Point","WI","54481","PORTAGE","0.895232","6 out of 10","0 out of 9","6 out of 10"
"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","Nyack","NY","10960","ROCKLAND","1.075995","0 out of 10","0 out of 9","0 out of 10"
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","Reno","NV","89503","WASHOE","0.969319","1 out of 10","0 out of 9","1 out of 10"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","Pensacola","FL","32501","ESCAMBIA","1.017077","0 out of 10","0 out of 9","0 out of 10"
"370039","HILLCREST HOSPITAL CLAREMORE","1202 N MUSKOGEE PLACE","Claremore","OK","74017","ROGERS","0.845079","8 out of 10","8 out of 9","8 out of 10"
"180016","JEWISH HOSPITAL - SHELBYVILLE","727 HOSPITAL DRIVE","Shelbyville","KY","40065","SHELBY","1.028718","0 out of 10","3 out of 9","3 out of 10"
"450236","HOPKINS COUNTY MEMORIAL HOSPITAL","115 AIRPORT RD","Sulphur Springs","TX","75482","HOPKINS","1.041461","0 out of 10","0 out of 9","0 out of 10"
"490024","CARILION ROANOKE MEMORIAL HOSPITAL","1906 BELLEVIEW AVENUE, SE","Roanoke","VA","24014","ROANOKE CITY","0.979441","1 out of 10","0 out of 9","1 out of 10"
"220030","BAYSTATE WING HOSPITAL AND MEDICAL CENTERS","40 WRIGHT STREET","Palmer","MA","01069","HAMPDEN","1.065259","0 out of 10","0 out of 9","0 out of 10"
"040069","GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET","Blytheville","AR","72315","MISSISSIPPI","0.938817","3 out of 10","4 out of 9","4 out of 10"
"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","Upland","CA","91786","SAN BERNARDINO","1.049277","0 out of 10","1 out of 9","1 out of 10"
"060010","POUDRE VALLEY HOSPITAL","1024 S LEMAY AVE","Fort Collins","CO","80524","LARIMER","0.947250","3 out of 10","1 out of 9","3 out of 10"
"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","Memphis","TN","38118","SHELBY","1.263737","0 out of 10","0 out of 9","0 out of 10"
"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BLVD","Lawton","OK","73505","COMANCHE","0.918494","4 out of 10","1 out of 9","4 out of 10"
"460013","MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH","Payson","UT","84651","UTAH","1.000918","0 out of 10","0 out of 9","0 out of 10"
"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","Sweetwater","TN","37874","MONROE","0.953514","2 out of 10","4 out of 9","4 out of 10"
"420038","GHS  LAURENS COUNTY MEMORIAL HOSPITAL","22725 HIGHWAY 76 EAST","Clinton","SC","29325","LAURENS","1.039775","0 out of 10","2 out of 9","2 out of 10"
"050689","SAN RAMON REGIONAL MEDICAL CTR","6001 NORRIS CANYON ROAD","San Ramon","CA","94583","CONTRA COSTA","1.000213","0 out of 10","0 out of 9","0 out of 10"
"340148","NOVANT HEALTH PARK HOSPITAL","1950 S HAWTHORNE RD","Winston-Salem","NC","27103","FORSYTH","0.903724","5 out of 10","0 out of 9","5 out of 10"
"370171","W W HASTINGS INDIAN HOSPITAL","100 S BLISS AVENUE","Tahlequah","OK","74464","CHEROKEE","0.900785","5 out of 10","0 out of 9","5 out of 10"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","Fontana","CA","92335","SAN BERNARDINO","0.845327","8 out of 10","0 out of 9","8 out of 10"
"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","Santa Rosa","CA","95405","SONOMA","0.954964","2 out of 10","2 out of 9","2 out of 10"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","Vallejo","CA","94589","SOLANO","0.981961","1 out of 10","3 out of 9","3 out of 10"
"060003","LONGMONT UNITED HOSPITAL","1950 MOUNTAIN VIEW AVENUE","Longmont","CO","80501","BOULDER","0.957455","2 out of 10","1 out of 9","2 out of 10"
"370212","OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP","8100 SOUTH WALKER BLDG C","Oklahoma City","OK","73139","CLEVELAND","0.966115","2 out of 10","2 out of 9","2 out of 10"
"330279","MERCY HOSPITAL","565 ABBOTT ROAD","Buffalo","NY","14220","ERIE","0.974599","1 out of 10","0 out of 9","1 out of 10"
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","Lenoir City","TN","37772","LOUDON","0.879461","7 out of 10","0 out of 9","7 out of 10"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","Sheboygan","WI","53083","SHEBOYGAN","0.930763","4 out of 10","2 out of 9","4 out of 10"
"450272","CENTRAL TEXAS MEDICAL CENTER","1301 WONDER WORLD DRIVE","San Marcos","TX","78666","HAYS","1.062630","0 out of 10","0 out of 9","0 out of 10"
"250001","UNIVERSITY OF MISSISSIPPI MED CENTER","2500 N STATE ST","Jackson","MS","39216","HINDS","1.017868","0 out of 10","1 out of 9","1 out of 10"
"490033","WARREN MEMORIAL HOSPITAL","1000 NORTH SHENANDOAH AVE","Front Royal","VA","22630","WARREN","0.832036","9 out of 10","0 out of 9","9 out of 10"
"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","Jamaica","NY","11432","QUEENS","0.939224","3 out of 10","0 out of 9","3 out of 10"
"160153","MERCY MEDICAL CENTER-SIOUX CITY","801 5TH ST","Sioux City","IA","51101","WOODBURY","0.992366","0 out of 10","0 out of 9","0 out of 10"
"250040","SINGING RIVER HOSPITAL","2809 DENNY AV","Pascagoula","MS","39581","JACKSON","0.977524","1 out of 10","2 out of 9","2 out of 10"
"360086","SPRINGFIELD REGIONAL MEDICAL CENTER","100 MEDICAL CENTER DRIVE","Cincinnati","OH","45242","CLARK","1.048942","0 out of 10","0 out of 9","0 out of 10"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","San Mateo","CA","94403","SAN MATEO","0.915938","4 out of 10","0 out of 9","4 out of 10"
"190246","P & S SURGICAL HOSPITAL","312 GRAMMONT ST SUITE 101","Monroe","LA","71201","OUACHITA","0.979489","1 out of 10","3 out of 9","3 out of 10"
"110111","UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER","521 HILL STREET, SW","Thomson","GA","30824","MCDUFFIE","0.923759","4 out of 10","2 out of 9","4 out of 10"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","Puyallup","WA","98371","PIERCE","0.941314","3 out of 10","0 out of 9","3 out of 10"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","Bessemer","AL","35022","JEFFERSON","0.983231","1 out of 10","0 out of 9","1 out of 10"
"450820","METHODIST SUGAR LAND HOSPITAL","16655 SOUTHWEST FREEWAY","Sugar Land","TX","77479","FORT BEND","1.075955","0 out of 10","1 out of 9","1 out of 10"
"170122","VIA CHRISTI HOSPITALS WICHITA, INC","929 NORTH ST FRANCIS STREET","Wichita","KS","67214","SEDGWICK","1.004330","0 out of 10","0 out of 9","0 out of 10"
"140118","METROSOUTH MEDICAL CENTER","12935 S GREGORY","Blue Island","IL","60406","COOK","1.015980","0 out of 10","1 out of 9","1 out of 10"
"500049","WALLA WALLA GENERAL HOSPITAL","1025 S SECOND AVE","Walla Walla","WA","99362","WALLA WALLA","0.906867","5 out of 10","0 out of 9","5 out of 10"
"330191","GLENS FALLS HOSPITAL","100 PARK STREET","Glens Falls","NY","12801","WARREN","0.947754","3 out of 10","0 out of 9","3 out of 10"
"140046","GOOD SAMARITAN REGIONAL HLTH CENTER","1 GOOD SAMARITAN WAY","Mount Vernon","IL","62864","JEFFERSON","0.976747","1 out of 10","0 out of 9","1 out of 10"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","Albuquerque","NM","87106","BERNALILLO","0.985619","0 out of 10","0 out of 9","0 out of 10"
"520198","AURORA MEDICAL CTR OSHKOSH","855 N WESTHAVEN DRIVE","Oshkosh","WI","54904","WINNEBAGO","0.928685","4 out of 10","2 out of 9","4 out of 10"
"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","Waco","TX","76712","MCLENNAN","0.986337","0 out of 10","0 out of 9","0 out of 10"
"050353","PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE","4101 TORRANCE BLVD","Torrance","CA","90503","LOS ANGELES","1.005137","0 out of 10","0 out of 9","0 out of 10"
"450187","SCOTT & WHITE HOSPITAL BRENHAM","700 MEDICAL PARKWAY","Brenham","TX","77833","WASHINGTON","0.850960","8 out of 10","6 out of 9","8 out of 10"
"450656","NACOGDOCHES MEDICAL CENTER","4920 NE STALLINGS DRIVE","Nacogdoches","TX","75961","NACOGDOCHES","1.043674","0 out of 10","0 out of 9","0 out of 10"
"040071","JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE","Pine Bluff","AR","71603","JEFFERSON","1.011948","0 out of 10","0 out of 9","0 out of 10"
"150101","PARKVIEW WHITLEY HOSPITAL","1260 E SR 205","Columbia City","IN","46725","WHITLEY","0.851031","8 out of 10","7 out of 9","8 out of 10"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","Russellville","AL","35653","FRANKLIN","0.938986","3 out of 10","0 out of 9","3 out of 10"
"290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","9300 WEST SUNSET RD","Las Vegas","NV","89148","CLARK","1.081648","0 out of 10","0 out of 9","0 out of 10"
"530006","SHERIDAN MEMORIAL HOSPITAL","1401 W 5TH ST","Sheridan","WY","82801","SHERIDAN","0.870859","7 out of 10","5 out of 9","7 out of 10"
"430089","SIOUXLAND SURGERY CENTER LIMITED PARTNERSHIP","600 SIOUX POINT ROAD","Dakota Dunes","SD","57049","UNION","0.907849","5 out of 10","0 out of 9","5 out of 10"
"310031","DEBORAH HEART AND LUNG CENTER","200 TRENTON ROAD","Browns Mills","NJ","08015","BURLINGTON","1.020942","0 out of 10","0 out of 9","0 out of 10"
"390138","WAYNESBORO HOSPITAL","501 EAST MAIN ST","Waynesboro","PA","17268","FRANKLIN","0.838523","9 out of 10","8 out of 9","9 out of 10"
"360014","O'BLENESS MEMORIAL HOSPITAL","55 HOSPITAL DRIVE","Athens","OH","45701","ATHENS","0.989526","0 out of 10","0 out of 9","0 out of 10"
"380089","LEGACY MERIDIAN PARK MEDICAL CENTER","19300 SW 65TH AVENUE","Tualatin","OR","97062","WASHINGTON","0.894213","6 out of 10","2 out of 9","6 out of 10"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","Mesa","AZ","85209","MARICOPA","1.060555","0 out of 10","0 out of 9","0 out of 10"
"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","San Jose","CA","95128","SANTA CLARA","1.029622","0 out of 10","0 out of 9","0 out of 10"
"100051","SOUTH LAKE HOSPITAL","1900 DON WICKHAM DR","Clermont","FL","34711","LAKE","0.956427","2 out of 10","3 out of 9","3 out of 10"
"420079","TRIDENT MEDICAL CENTER","9330 MEDICAL PLAZA DR","Charleston","SC","29406","CHARLESTON","1.022096","0 out of 10","0 out of 9","0 out of 10"
"230118","HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD","Bad Axe","MI","48413","HURON","0.861267","8 out of 10","2 out of 9","8 out of 10"
"050717","LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR","7601 EAST IMPERIAL HIGHWAY","Downey","CA","90242","ORANGE","1.022131","0 out of 10","6 out of 9","6 out of 10"
"180018","ST CLAIRE REGIONAL MEDICAL CENTER","222 MEDICAL CIRCLE","Morehead","KY","40351","ROWAN","0.914527","5 out of 10","2 out of 9","5 out of 10"
"170049","OLATHE MEDICAL CENTER","20333 WEST 151ST STREET","Olathe","KS","66061","JOHNSON","0.999150","0 out of 10","0 out of 9","0 out of 10"
"670079","LAKEWAY REGIONAL MEDICAL CENTER, LLC","100  MEDICAL PARKWAY","Lakeway","TX","78734","TRAVIS","1.057556","0 out of 10","Not Available","0 out of 10"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","Foley","AL","36535","BALDWIN","1.007533","0 out of 10","0 out of 9","0 out of 10"
"110010","EMORY UNIVERSITY HOSPITAL","1364 CLIFTON ROAD, NE","Atlanta","GA","30322","DE KALB","0.960936","2 out of 10","0 out of 9","2 out of 10"
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","Fairfax","VA","22033","FAIRFAX","0.964205","2 out of 10","0 out of 9","2 out of 10"
"170012","SALINA REGIONAL HEALTH CENTER","400 SOUTH SANTA FE AVENUE","Salina","KS","67401","SALINE","0.984033","1 out of 10","2 out of 9","2 out of 10"
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","Newton","MA","02462","MIDDLESEX","0.995192","0 out of 10","0 out of 9","0 out of 10"
"330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","Brooklyn","NY","11203","KINGS","0.892009","6 out of 10","0 out of 9","6 out of 10"
"250084","NATCHEZ REGIONAL MEDICAL CENTER","52 SEARGENT PRENTISS DRIVE","Natchez","MS","39120","ADAMS","1.212245","0 out of 10","0 out of 9","0 out of 10"
"170150","SOUTH CENTRAL KS  MED CENTER","6401 PATTERSON PARKWAY","Arkansas City","KS","67005","COWLEY","1.030179","0 out of 10","0 out of 9","0 out of 10"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","Galveston","TX","77555","GALVESTON","0.990064","0 out of 10","0 out of 9","0 out of 10"
"450352","HUNT REGIONAL MEDICAL CENTER","4215 JOE RAMSEY BLVD","Greenville","TX","75401","HUNT","1.120708","0 out of 10","0 out of 9","0 out of 10"
"220175","METROWEST MEDICAL CENTER","115 LINCOLN STREET","Framingham","MA","01701","MIDDLESEX","1.019960","0 out of 10","0 out of 9","0 out of 10"
"330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","Roslyn","NY","11576","NASSAU","1.008165","0 out of 10","0 out of 9","0 out of 10"
"140029","COPLEY MEMORIAL HOSPITAL","2000 OGDEN AVENUE","Aurora","IL","60504","KANE","1.042890","0 out of 10","1 out of 9","1 out of 10"
"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","Lockport","NY","14094","NIAGARA","0.870442","7 out of 10","5 out of 9","7 out of 10"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","Yonkers","NY","10701","WESTCHESTER","1.010215","0 out of 10","0 out of 9","0 out of 10"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","Warsaw","NY","14569","WYOMING","0.880948","6 out of 10","4 out of 9","6 out of 10"
"190025","SAVOY MEDICAL CENTER","801 POINCIANA AVENUE","Mamou","LA","70554","EVANGELINE","1.277034","0 out of 10","0 out of 9","0 out of 10"
"190167","MERCY REGIONAL MEDICAL CENTER","800 E MAIN","Ville Platte","LA","70586","EVANGELINE","1.103629","0 out of 10","0 out of 9","0 out of 10"
"110183","EMORY-ADVENTIST HOSPITAL","3949 SOUTH COBB DRIVE","Smyrna","GA","30080","COBB","0.948118","3 out of 10","2 out of 9","3 out of 10"
"670053","ST LUKE'S SUGAR LAND HOSPITAL","1317 LAKE POINTE PARKWAY","Sugar Land","TX","77478","FORT BEND","1.143117","0 out of 10","2 out of 9","2 out of 10"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","Tacoma","WA","98405","PIERCE","0.974101","1 out of 10","0 out of 9","1 out of 10"
"520109","MILE BLUFF MEDICAL CENTER","1050 DIVISION ST","Mauston","WI","53948","JUNEAU","0.835817","9 out of 10","0 out of 9","9 out of 10"
"520204","WHEATON FRANCISCAN HEALTHCARE FRANKLIN","10101 SOUTH 27TH ST","Franklin","WI","53132","MILWAUKEE","0.993257","0 out of 10","2 out of 9","2 out of 10"
"370218","SAINT FRANCIS HOSPITAL SOUTH","10501 EAST 91ST STREET SOUTH","Tulsa","OK","74133","TULSA","0.961563","2 out of 10","0 out of 9","2 out of 10"
"180005","HIGHLANDS REGIONAL MEDICAL CENTER","5000 KENTUCKY ROUTE 321","Prestonsburg","KY","41653","FLOYD","0.977409","1 out of 10","0 out of 9","1 out of 10"
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","1105 CENTRAL EXPRESSWAY NORTH","Allen","TX","75013","COLLIN","1.044735","0 out of 10","3 out of 9","3 out of 10"
"670080","SETON MEDICAL CENTER HARKER HEIGHTS","850 W CENTRAL TEXAS EXPRESSWAY","Harker Heights","TX","76548","BELL","0.921639","4 out of 10","Not Available","4 out of 10"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","Wilson","NC","27893","WILSON","1.013588","0 out of 10","0 out of 9","0 out of 10"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","Belle Glade","FL","33430","PALM BEACH","0.926617","4 out of 10","2 out of 9","4 out of 10"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD","Beaufort","SC","29902","BEAUFORT","0.968732","1 out of 10","0 out of 9","1 out of 10"
"390086","PENN HIGHLANDS DUBOIS","100 HOSPITAL AVENUE","Dubois","PA","15801","CLEARFIELD","0.970733","1 out of 10","0 out of 9","1 out of 10"
"340087","THE MCDOWELL HOSPITAL","430 RANKIN DRIVE P O BOX 730","Marion","NC","28752","MCDOWELL","0.936525","3 out of 10","3 out of 9","3 out of 10"
"050674","KAISER FOUNDATION HOSP SO SACRAMENTO","6600 BRUCEVILLE ROAD","Sacramento","CA","95823","SACRAMENTO","0.840626","9 out of 10","0 out of 9","9 out of 10"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","Las Cruces","NM","88011","DONA ANA","1.016823","0 out of 10","0 out of 9","0 out of 10"
"140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","2233 W DIVISION ST","Chicago","IL","60622","COOK","0.987453","0 out of 10","1 out of 9","1 out of 10"
"190020","LANE REGIONAL MEDICAL CENTER","6300 MAIN STREET","Zachary","LA","70791","EAST BATON ROUGE","1.029505","0 out of 10","3 out of 9","3 out of 10"
"190257","GREEN CLINIC SURGICAL HOSPITAL","1118 FARMERVILLE STREET","Ruston","LA","71270","LINCOLN","1.105591","0 out of 10","0 out of 9","0 out of 10"
"040119","WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET","Batesville","AR","72503-2197","INDEPENDENCE","0.988360","0 out of 10","0 out of 9","0 out of 10"
"120011","KAISER FOUNDATION HOSPITAL","3288 MOANALUA RD","Honolulu","HI","96819","HONOLULU","0.843725","9 out of 10","0 out of 9","9 out of 10"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","Sheboygan","WI","53081","SHEBOYGAN","0.982687","1 out of 10","0 out of 9","1 out of 10"
"050488","EDEN MEDICAL CENTER","20103 LAKE CHABOT ROAD","Castro Valley","CA","94546","ALAMEDA","1.040266","0 out of 10","0 out of 9","0 out of 10"
"160029","MERCY HOSPITAL","500 E MARKET STREET","Iowa City","IA","52245","JOHNSON","0.854031","8 out of 10","0 out of 9","8 out of 10"
"100168","BOCA RATON REGIONAL HOSPITAL","800 MEADOWS RD","Boca Raton","FL","33486","PALM BEACH","1.057450","0 out of 10","0 out of 9","0 out of 10"
"450890","BAYLOR REGIONAL MEDICAL CENTER AT PLANO","4700 ALLIANCE BOULEVARD","Plano","TX","75093","COLLIN","1.086070","0 out of 10","0 out of 9","0 out of 10"
"450370","COLUMBUS COMMUNITY HOSPITAL","110 SHULT DR","Columbus","TX","78934","COLORADO","1.021733","0 out of 10","0 out of 9","0 out of 10"
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE","Marion","VA","24354","SMYTH","0.935757","3 out of 10","0 out of 9","3 out of 10"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","San Gabriel","CA","91776","LOS ANGELES","1.171086","0 out of 10","0 out of 9","0 out of 10"
"450780","METHODIST AMBULATORY SURGERY HOSPITAL NW","9150 HUEBNER RD SUITE 100","San Antonio","TX","78240","BEXAR","1.009105","0 out of 10","0 out of 9","0 out of 10"
"500031","GRAYS HARBOR COMMUNITY HOSPITAL","915 ANDERSON DRIVE","Aberdeen","WA","98520","GRAYS HARBOR","0.935044","3 out of 10","0 out of 9","3 out of 10"
"360148","POMERENE HOSPITAL","981 WOOSTER ROAD","Millersburg","OH","44654","HOLMES","0.956625","2 out of 10","4 out of 9","4 out of 10"
"170142","MERCY REGIONAL HEALTH CENTER","1823 COLLEGE AVE","Manhattan","KS","665021289","RILEY","0.983797","1 out of 10","0 out of 9","1 out of 10"
"340037","KINGS MOUNTAIN HOSPITAL INC","706 W KING ST","Kings Mountain","NC","28086","CLEVELAND","0.949633","3 out of 10","0 out of 9","3 out of 10"
"670071","TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON","811 WRIGHT STREET","Arlington","TX","76012","TARRANT","1.000622","0 out of 10","0 out of 9","0 out of 10"
"190053","JENNINGS AMERICAN LEGION HOSPITAL","1634 ELTON ROAD","Jennings","LA","70546","JEFFERSON DAVIS","1.002467","0 out of 10","0 out of 9","0 out of 10"
"190261","OUACHITA COMMUNITY HOSPITAL","1275 GLENNWOOD DRIVE","West Monroe","LA","71291","OUACHITA","0.851375","Not Available","Not Available","Not Available"
