"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"501335","ST ELIZABETH HOSPITAL","1450 BATTERSBY AVENUE","ENUMCLAW","WA","98022","KING","3608252505","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"501336","MASON GENERAL HOSPITAL & FAMILY OF CLINICS","901 MT VIEW DRIVE","SHELTON","WA","98584","MASON","3604261611","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","32","20,457","17,534","23,781","","07/01/2010","06/30/2013"
"501337","LOURDES MEDICAL CENTER","520 N FOURTH AVENUE","PASCO","WA","99301","FRANKLIN","5095462278","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"501338","SNOQUALMIE VALLEY HOSPITAL","9575 ETHAN WADE WAY SE","SNOQUALMIE","WA","98065","KING","4258312300","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"501339","WHIDBEY GENERAL HOSPITAL","101 NORTH MAIN STREET","COUPEVILLE","WA","98239","ISLAND","3606785151","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"501340","PEACEHEALTH PEACE ISLAND MEDICAL CENTER","1117 SPRING STREET","FRIDAY HARBOR","WA","98250","SAN JUAN","3603782141","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"503300","SEATTLE CHILDREN'S HOSPITAL","4800 SAND POINT WAY NE, PO BOX C-5371","SEATTLE","WA","98105","KING","2069872000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","MORGANTOWN","WV","26506","MONONGALIA","3045984000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","307","22,565","21,050","24,227","","07/01/2010","06/30/2013"
"510002","GREENBRIER VALLEY MEDICAL CENTER","202 MAPLEWOOD AVENUE  PO BOX 497","RONCEVERTE","WV","24970","GREENBRIER","3046474411","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","47","18,849","16,377","21,558","","07/01/2010","06/30/2013"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","BRIDGEPORT","WV","26330","HARRISON","6813421000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","360","19,840","18,678","21,206","","07/01/2010","06/30/2013"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","HUNTINGTON","WV","25701","CABELL","3045261234","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","588","20,220","19,161","21,263","","07/01/2010","06/30/2013"
"510008","BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","MARTINSBURG","WV","25401","BERKELEY","3042641000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","183","17,057","15,800","18,561","","07/01/2010","06/30/2013"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","POINT PLEASANT","WV","25550","MASON","3046754340","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE","WV","26038","MARSHALL","3048433230","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","64","23,171","20,381","26,353","","07/01/2010","06/30/2013"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","CHARLESTON","WV","25301","KANAWHA","3043886203","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","996","23,108","22,082","24,137","","07/01/2010","06/30/2013"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","WEIRTON","WV","26062","HANCOCK","3047976000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","74","24,322","21,403","27,549","","07/01/2010","06/30/2013"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","MORGANTOWN","WV","26505","MONONGALIA","3045981200","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","335","24,066","22,348","25,975","","07/01/2010","06/30/2013"
"510029","THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVE SW","SOUTH CHARLESTON","WV","25309","KANAWHA","3047663600","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","158","23,486","21,206","25,883","","07/01/2010","06/30/2013"
"51002F","BECKLEY VA MEDICAL CENTER","200 VETERANS AVENUE","BECKLEY","WV","25801","RALEIGH","3042552121","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"510030","DAVIS MEMORIAL HOSPITAL","PO BOX 1484","ELKINS","WV","26241","RANDOLPH","3046363300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","46","19,384","17,002","22,057","","07/01/2010","06/30/2013"
"510031","ST FRANCIS HOSPITAL","333 LAIDLEY ST","CHARLESTON","WV","25301","KANAWHA","3043476500","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","44","25,192","21,914","29,069","","07/01/2010","06/30/2013"
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","WESTON","WV","26452","LEWIS","3042698080","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","25","21,211","18,079","24,858","","07/01/2010","06/30/2013"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","WHEELING","WV","26003","OHIO","3042340123","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","69","22,320","19,701","25,156","","07/01/2010","06/30/2013"
"51003F","CLARKSBURG VA MEDICAL CENTER","1 MEDICAL CENTER DRIVE","CLARKSBURG","WV","26301","HARRISON","3046233461","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","PRINCETON","WV","24740","MERCER","3044877260","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","110","19,902","17,876","22,112","","07/01/2010","06/30/2013"
"510047","FAIRMONT REGIONAL MEDICAL CENTER","1325 LOCUST AVENUE","FAIRMONT","WV","26554","MARION","3043677100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","119","22,684","20,515","25,255","","07/01/2010","06/30/2013"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","LOGAN","WV","25601","LOGAN","3048311350","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","52","22,506","19,577","25,756","","07/01/2010","06/30/2013"
"51004F","HUNTINGTON VA MEDICAL CENTER","1540 SPRING VALLEY ROAD","HUNTINGTON","WV","25704","WAYNE","3044290241","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","WHEELING","WV","26003","OHIO","3042433000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","273","24,673","22,755","26,620","","07/01/2010","06/30/2013"
"510055","CABELL HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","HUNTINGTON","WV","25701","CABELL","3045262000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","52","20,565","18,069","23,360","","07/01/2010","06/30/2013"
"510058","CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","PARKERSBURG","WV","26101","WOOD","3044242111","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","486","21,123","19,995","22,434","","07/01/2010","06/30/2013"
"51005F","MARTINSBURG VA MEDICAL CENTER","510 BUTLER AVE.","MARTINSBURG","WV","25401","BERKELEY","3042630811","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","BECKLEY","WV","25801","RALEIGH","3042553456","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","28","22,965","19,629","26,768","","07/01/2010","06/30/2013"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","BECKLEY","WV","25801","RALEIGH","3042564100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","288","20,661","19,156","22,218","","07/01/2010","06/30/2013"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","BLUEFIELD","WV","24701","MERCER","3043271100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","71","21,900","19,372","24,763","","07/01/2010","06/30/2013"
"510072","WETZEL COUNTY HOSPITAL","#3 EAST BENJAMIN DRIVE","NEW MARTINSVILLE","WV","26155","WETZEL","3044558000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","25","21,510","18,428","25,080","","07/01/2010","06/30/2013"
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","WILLIAMSON","WV","25661","MINGO","3042352500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","SUMMERSVILLE","WV","26651","NICHOLAS","3048722891","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","WELCH","WV","24801","MCDOWELL","3044368461","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511300","BROADDUS HOSPITAL ASSOCIATION, INC","MANSFIELD HILL P O BOX 930","PHILIPPI","WV","26416","BARBOUR","3044571760","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511301","WEBSTER COUNTY MEMORIAL HOSPITAL","P O BOX 312 (MILLER MOUNTAIN DRIVE)","WEBSTER SPRINGS","WV","26288","WEBSTER","3048475682","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511303","MINNIE HAMILTON HEALTH CARE CENTER","186 HOSPITAL DRIVE","GRANTSVILLE","WV","26147","CALHOUN","3043549244","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511304","SISTERSVILLE GENERAL HOSPITAL","314 SOUTH WELLS STREET","SISTERSVILLE","WV","26175","TYLER","3046522611","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511306","ROANE GENERAL HOSPITAL","200 HOSPITAL DRIVE","SPENCER","WV","25276","ROANE","3049274444","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511307","GRAFTON CITY HOSPITAL","1 HOSPITAL PLAZA","GRAFTON","WV","26354","TAYLOR","3042650400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511308","BRAXTON COUNTY MEMORIAL HOSPITAL","100 HOYLMAN DRIVE","GASSAWAY","WV","26624","BRAXTON","3043645156","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511309","WAR MEMORIAL HOSPITAL INC","1 HEALTHY WAY","BERKELEY SPRINGS","WV","25411","MORGAN","3042581234","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511310","SUMMERS COUNTY ARH HOSPITAL","TERRACE STREET   P O BOX 940","HINTON","WV","25951","SUMMERS","3044661000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511311","HAMPSHIRE MEMORIAL HOSPITAL","363 SUNRISE BOULEVARD","ROMNEY","WV","26757","HAMPSHIRE","3048224561","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511312","PRESTON MEMORIAL HOSPITAL","300 S PRICE STREET","KINGWOOD","WV","26537","PRESTON","3043291400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511313","BOONE MEMORIAL HOSPITAL","701 MADISON AVENUE","MADISON","WV","25130","BOONE","3043691230","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511314","POCAHONTAS MEMORIAL HOSPITAL","RR BOX 52 WEST","BUCKEYE","WV","24924","POCAHONTAS","3047997400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511315","POTOMAC VALLEY HOSPITAL","100 PIN OAK LANE","KEYSER","WV","26726","MINERAL","3045973500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511316","GRANT MEMORIAL HOSPITAL","P O BOX 1019","PETERSBURG","WV","26847","GRANT","3042571026","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","27","18,843","16,061","22,149","","07/01/2010","06/30/2013"
"511317","PLATEAU MEDICAL CENTER","430 MAIN STREET","OAK HILL","WV","25901","FAYETTE","3044698600","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511318","MONTGOMERY GENERAL HOSPITAL, INC","401 SIXTH AVENUE, FAYETTE COUNTY","MONTGOMERY","WV","25136","FAYETTE","3044425151","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511319","JEFFERSON MEDICAL CENTER","300 SOUTH PRESTON STREET","RANSON","WV","25438","JEFFERSON","3047281600","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511320","JACKSON GENERAL HOSPITAL","122 PINNELL ST","RIPLEY","WV","25271","JACKSON","3043722731","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"511321","ST JOSEPH HOSPITAL","1 AMALIA DRIVE","BUCKHANNON","WV","26201","UPSHUR","3044722000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520002","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","900 ILLINOIS AVE","STEVENS POINT","WI","54481","PORTAGE","7153465000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","34","19,744","16,951","22,951","","07/01/2010","06/30/2013"
"520004","MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","LA CROSSE","WI","54601","LA CROSSE","6087850940","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","118","20,293","18,318","22,535","","07/01/2010","06/30/2013"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","WAUKESHA","WI","53188","WAUKESHA","2629281000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","246","25,938","23,875","28,203","","07/01/2010","06/30/2013"
"520009","ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","APPLETON","WI","54915","OUTAGAMIE","9207382000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","83","22,092","19,551","24,901","","07/01/2010","06/30/2013"
"520011","LAKEVIEW MEDICAL CENTER","1700 WEST STOUT STREET","RICE LAKE","WI","54868","BARRON","7152341515","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","EAU CLAIRE","WI","54701","EAU CLAIRE","7157174121","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","217","23,936","22,012","26,092","","07/01/2010","06/30/2013"
"520017","ST JOSEPHS HOSPITAL","2661 COUNTY HWY I","CHIPPEWA FALLS","WI","54729","CHIPPEWA","7157177200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","2251 NORTH SHORE DR","RHINELANDER","WI","54501","ONEIDA","7153612000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","31","21,038","18,101","24,470","","07/01/2010","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","6308 EIGHTH AVE","KENOSHA","WI","53143","KENOSHA","2626562011","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","132","20,576","18,640","22,698","","07/01/2010","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","MEQUON","WI","53097","OZAUKEE","2622437300","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","177","23,613","21,559","26,052","","07/01/2010","06/30/2013"
"520028","THE MONROE CLINIC","2005 5TH STREET","MONROE","WI","53566","GREEN","6083241000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","39","20,276","17,557","23,417","","07/01/2010","06/30/2013"
"52002F","TOMAH VA MEDICAL CENTER","500 EAST VETERANS STREET","TOMAH","WI","54660","MONROE","6083723971","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","WAUSAU","WI","54401","MARATHON","7158472121","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","256","22,082","20,455","23,892","","07/01/2010","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","410 DEWEY ST","WISCONSIN RAPIDS","WI","54495","WOOD","7154236060","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","TWO RIVERS","WI","54241","MANITOWOC","9207945000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","41","20,869","18,172","23,969","","07/01/2010","06/30/2013"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","SHEBOYGAN","WI","53083","SHEBOYGAN","9204515000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","67","18,914","16,780","21,342","","07/01/2010","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","611 ST JOSEPH AVE","MARSHFIELD","WI","54449","WOOD","7153877850","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","316","21,683","20,175","23,211","","07/01/2010","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","HARTFORD","WI","53027","WASHINGTON","2626732300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","40","21,641","18,748","24,792","","07/01/2010","06/30/2013"
"52003F","MILWAUKEE VA MEDICAL CENTER","5000 W. NATIONAL AVENUE","MILWAUKEE","WI","53295","MILWAUKEE","4143842000","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","PORTAGE","WI","53901","COLUMBIA","6087424131","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","SHEBOYGAN","WI","53081","SHEBOYGAN","9204598300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","28","19,860","17,062","23,054","","07/01/2010","06/30/2013"
"520045","THEDA CLARK MEDICAL CENTER","130 2ND ST","NEENAH","WI","54956","WINNEBAGO","9207293100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","46","20,809","18,255","23,848","","07/01/2010","06/30/2013"
"520048","MERCY MEDICAL CENTER OF OSHKOSH","500 S OAKWOOD RD","OSHKOSH","WI","54904","WINNEBAGO","9202232000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","52","21,432","18,753","24,567","","07/01/2010","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","GREEN BAY","WI","54305","BROWN","9204333500","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","270","21,204","19,734","22,848","","07/01/2010","06/30/2013"
"52004F","MADISON VA MEDICAL CENTER","2500 OVERLOOK TERRACE","MADISON","WI","53705","DANE","6082561901","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","2323 N LAKE DR","MILWAUKEE","WI","53211","MILWAUKEE","4142911210","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","142","22,924","20,805","25,309","","07/01/2010","06/30/2013"
"520057","ST CLARE HOSPITAL","707 14TH ST","BARABOO","WI","53913","SAUK","6083561400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","252 MCHENRY ST","BURLINGTON","WI","53105","RACINE","2627676000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","53","22,242","19,383","25,542","","07/01/2010","06/30/2013"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","OCONOMOWOC","WI","53066","WAUKESHA","2625699400","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","48","24,040","20,793","27,455","","07/01/2010","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","3200 PLEASANT VALLEY ROAD","WEST BEND","WI","53095","WASHINGTON","2623345533","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","JANESVILLE","WI","53548","ROCK","6087566080","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","138","21,320","19,364","23,562","","07/01/2010","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","1221 WHIPPLE ST","EAU CLAIRE","WI","54703","EAU CLAIRE","7158383311","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","214","23,220","21,395","25,315","","07/01/2010","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","611 SHERMAN AVE E","FORT ATKINSON","WI","53538","JEFFERSON","9205685000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520075","ST VINCENT HOSPITAL","835 S VAN BUREN ST","GREEN BAY","WI","54301","BROWN","9204330111","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","164","20,799","19,013","22,826","","07/01/2010","06/30/2013"
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S UNIVERSITY AVE","BEAVER DAM","WI","53916","DODGE","9208877181","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","3237 S 16TH ST","MILWAUKEE","WI","53215","MILWAUKEE","4146475000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","144","22,657","20,422","25,095","","07/01/2010","06/30/2013"
"520083","ST MARYS HOSPITAL","700 SOUTH PARK ST","MADISON","WI","53715","DANE","6082516100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","349","21,670","20,273","23,183","","07/01/2010","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CENTER","1910 SOUTH AVE","LA CROSSE","WI","54601","LA CROSSE","6087827300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","269","21,905","20,238","23,691","","07/01/2010","06/30/2013"
"520088","ST AGNES HOSPITAL","430 E DIVISON ST","FOND DU LAC","WI","54935","FOND DU LAC","9209292300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","151","21,070","19,254","23,108","","07/01/2010","06/30/2013"
"520089","MERITER HOSPITAL","202 S PARK ST","MADISON","WI","53715","DANE","6084176000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","345","22,068","20,663","23,668","","07/01/2010","06/30/2013"
"520091","HOWARD YOUNG MEDICAL CTR","240 MAPLE ST","WOODRUFF","WI","54568","ONEIDA","7153568000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","34","21,498","18,537","24,652","","07/01/2010","06/30/2013"
"520095","SAUK PRAIRIE HOSPITAL","260 26TH STREET","PRAIRIE DU SAC","WI","53578","SAUK","6086433311","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"520096","WHEATON FRANCISCAN HEALTHCARE ALL SAINTS","3801 SPRING ST","RACINE","WI","53405","RACINE","2626874011","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","185","23,392","21,334","25,658","","07/01/2010","06/30/2013"
