"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.953","","07/01/2013","06/30/2014"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.946","","07/01/2013","06/30/2014"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.454","","07/01/2013","06/30/2014"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.659","","07/01/2013","06/30/2014"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.119","","07/01/2013","06/30/2014"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.356","","07/01/2013","06/30/2014"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.003","","07/01/2013","06/30/2014"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.947","","07/01/2013","06/30/2014"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.882","","07/01/2013","06/30/2014"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.038","","07/01/2013","06/30/2014"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.592","","07/01/2013","06/30/2014"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.960","","07/01/2013","06/30/2014"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.186","","07/01/2013","06/30/2014"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.803","","07/01/2013","06/30/2014"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.960","","07/01/2013","06/30/2014"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.661","","07/01/2013","06/30/2014"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.172","","07/01/2013","06/30/2014"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.871","","07/01/2013","06/30/2014"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.531","","07/01/2013","06/30/2014"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.849","","07/01/2013","06/30/2014"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","4.327","","07/01/2013","06/30/2014"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.274","","07/01/2013","06/30/2014"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.748","","07/01/2013","06/30/2014"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.502","","07/01/2013","06/30/2014"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.944","","07/01/2013","06/30/2014"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.748","","07/01/2013","06/30/2014"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.000","","07/01/2013","06/30/2014"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.379","","07/01/2013","06/30/2014"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.345","","07/01/2013","06/30/2014"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.147","","07/01/2013","06/30/2014"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.804","","07/01/2013","06/30/2014"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.672","","07/01/2013","06/30/2014"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.811","","07/01/2013","06/30/2014"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.324","","07/01/2013","06/30/2014"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.618","","07/01/2013","06/30/2014"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.143","","07/01/2013","06/30/2014"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.190","","07/01/2013","06/30/2014"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.129","","07/01/2013","06/30/2014"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.730","","07/01/2013","06/30/2014"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.771","","07/01/2013","06/30/2014"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.800","","07/01/2013","06/30/2014"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.877","","07/01/2013","06/30/2014"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.759","","07/01/2013","06/30/2014"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.514","","07/01/2013","06/30/2014"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.438","","07/01/2013","06/30/2014"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.658","","07/01/2013","06/30/2014"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.516","","07/01/2013","06/30/2014"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.796","","07/01/2013","06/30/2014"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.056","","07/01/2013","06/30/2014"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.495","","07/01/2013","06/30/2014"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.897","","07/01/2013","06/30/2014"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.196","","07/01/2013","06/30/2014"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.096","","07/01/2013","06/30/2014"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.056","","07/01/2013","06/30/2014"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.409","","07/01/2013","06/30/2014"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.661","","07/01/2013","06/30/2014"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.010","","07/01/2013","06/30/2014"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.240","","07/01/2013","06/30/2014"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.552","","07/01/2013","06/30/2014"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.266","","07/01/2013","06/30/2014"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.012","","07/01/2013","06/30/2014"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.973","","07/01/2013","06/30/2014"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.217","","07/01/2013","06/30/2014"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.772","","07/01/2013","06/30/2014"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.047","","07/01/2013","06/30/2014"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.507","","07/01/2013","06/30/2014"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.145","","07/01/2013","06/30/2014"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.116","","07/01/2013","06/30/2014"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.066","","07/01/2013","06/30/2014"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.302","","07/01/2013","06/30/2014"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.940","","07/01/2013","06/30/2014"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.749","","07/01/2013","06/30/2014"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.975","","07/01/2013","06/30/2014"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","9.000","","07/01/2013","06/30/2014"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.660","","07/01/2013","06/30/2014"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.900","","07/01/2013","06/30/2014"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.643","","07/01/2013","06/30/2014"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.162","","07/01/2013","06/30/2014"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.804","","07/01/2013","06/30/2014"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.132","","07/01/2013","06/30/2014"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.072","","07/01/2013","06/30/2014"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.910","","07/01/2013","06/30/2014"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.867","","07/01/2013","06/30/2014"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.692","","07/01/2013","06/30/2014"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.383","","07/01/2013","06/30/2014"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.540","","07/01/2013","06/30/2014"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.804","","07/01/2013","06/30/2014"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.876","","07/01/2013","06/30/2014"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.996","","07/01/2013","06/30/2014"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.960","","07/01/2013","06/30/2014"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.522","","07/01/2013","06/30/2014"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.411","","07/01/2013","06/30/2014"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.220","","07/01/2013","06/30/2014"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.635","","07/01/2013","06/30/2014"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.643","","07/01/2013","06/30/2014"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.444","","07/01/2013","06/30/2014"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.148","","07/01/2013","06/30/2014"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.119","","07/01/2013","06/30/2014"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.470","","07/01/2013","06/30/2014"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.084","","07/01/2013","06/30/2014"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.305","","07/01/2013","06/30/2014"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.862","","07/01/2013","06/30/2014"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.287","","07/01/2013","06/30/2014"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.666","","07/01/2013","06/30/2014"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.846","","07/01/2013","06/30/2014"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.332","","07/01/2013","06/30/2014"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.858","","07/01/2013","06/30/2014"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.608","","07/01/2013","06/30/2014"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.301","","07/01/2013","06/30/2014"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.409","","07/01/2013","06/30/2014"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.007","","07/01/2013","06/30/2014"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.218","","07/01/2013","06/30/2014"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.783","","07/01/2013","06/30/2014"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.885","","07/01/2013","06/30/2014"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.797","","07/01/2013","06/30/2014"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.880","","07/01/2013","06/30/2014"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.445","","07/01/2013","06/30/2014"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.878","","07/01/2013","06/30/2014"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.047","","07/01/2013","06/30/2014"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.544","","07/01/2013","06/30/2014"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.821","","07/01/2013","06/30/2014"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.384","","07/01/2013","06/30/2014"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.052","","07/01/2013","06/30/2014"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.805","","07/01/2013","06/30/2014"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.365","","07/01/2013","06/30/2014"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.736","","07/01/2013","06/30/2014"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.754","","07/01/2013","06/30/2014"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.087","","07/01/2013","06/30/2014"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.616","","07/01/2013","06/30/2014"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.386","","07/01/2013","06/30/2014"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.757","","07/01/2013","06/30/2014"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.238","","07/01/2013","06/30/2014"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.753","","07/01/2013","06/30/2014"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.660","","07/01/2013","06/30/2014"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.605","","07/01/2013","06/30/2014"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.916","","07/01/2013","06/30/2014"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.046","","07/01/2013","06/30/2014"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.011","","07/01/2013","06/30/2014"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.045","","07/01/2013","06/30/2014"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.842","","07/01/2013","06/30/2014"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.053","","07/01/2013","06/30/2014"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.855","","07/01/2013","06/30/2014"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.873","","07/01/2013","06/30/2014"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.694","","07/01/2013","06/30/2014"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.802","","07/01/2013","06/30/2014"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.691","","07/01/2013","06/30/2014"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.951","","07/01/2013","06/30/2014"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.924","","07/01/2013","06/30/2014"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.935","","07/01/2013","06/30/2014"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.926","","07/01/2013","06/30/2014"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.634","","07/01/2013","06/30/2014"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.966","","07/01/2013","06/30/2014"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.135","","07/01/2013","06/30/2014"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.562","","07/01/2013","06/30/2014"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.894","","07/01/2013","06/30/2014"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.764","","07/01/2013","06/30/2014"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.874","","07/01/2013","06/30/2014"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.656","","07/01/2013","06/30/2014"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.855","","07/01/2013","06/30/2014"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.896","","07/01/2013","06/30/2014"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.866","","07/01/2013","06/30/2014"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.661","","07/01/2013","06/30/2014"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.895","","07/01/2013","06/30/2014"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.958","","07/01/2013","06/30/2014"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.050","","07/01/2013","06/30/2014"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.070","","07/01/2013","06/30/2014"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.933","","07/01/2013","06/30/2014"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.929","","07/01/2013","06/30/2014"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.897","","07/01/2013","06/30/2014"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.739","","07/01/2013","06/30/2014"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.945","","07/01/2013","06/30/2014"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.293","","07/01/2013","06/30/2014"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.032","","07/01/2013","06/30/2014"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.771","","07/01/2013","06/30/2014"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.869","","07/01/2013","06/30/2014"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.790","","07/01/2013","06/30/2014"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.837","","07/01/2013","06/30/2014"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.860","","07/01/2013","06/30/2014"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.968","","07/01/2013","06/30/2014"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.335","","07/01/2013","06/30/2014"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.642","","07/01/2013","06/30/2014"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.972","","07/01/2013","06/30/2014"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.922","","07/01/2013","06/30/2014"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.986","","07/01/2013","06/30/2014"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.750","","07/01/2013","06/30/2014"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.908","","07/01/2013","06/30/2014"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.696","","07/01/2013","06/30/2014"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.657","","07/01/2013","06/30/2014"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.958","","07/01/2013","06/30/2014"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.067","","07/01/2013","06/30/2014"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.070","","07/01/2013","06/30/2014"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.099","","07/01/2013","06/30/2014"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.926","","07/01/2013","06/30/2014"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.165","","07/01/2013","06/30/2014"
"FL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.876","","07/01/2013","06/30/2014"
"GA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.907","","07/01/2013","06/30/2014"
"GU","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.785","","07/01/2013","06/30/2014"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.859","","07/01/2013","06/30/2014"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.789","","07/01/2013","06/30/2014"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.979","","07/01/2013","06/30/2014"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.964","","07/01/2013","06/30/2014"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.000","","07/01/2013","06/30/2014"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.973","","07/01/2013","06/30/2014"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.674","","07/01/2013","06/30/2014"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.004","","07/01/2013","06/30/2014"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.184","","07/01/2013","06/30/2014"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.635","","07/01/2013","06/30/2014"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.924","","07/01/2013","06/30/2014"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.807","","07/01/2013","06/30/2014"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.912","","07/01/2013","06/30/2014"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.704","","07/01/2013","06/30/2014"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.973","","07/01/2013","06/30/2014"
"NC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.928","","07/01/2013","06/30/2014"
